#SampleID	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
GROUP	KLT	KRN	KRN	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KRN	KRN	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KRN	KLT
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9|s_Prevotellaceae bacterium	0.0	0.00018848051505613637	0.0	0.0	0.0	0.0	0.0	0.0	4.533469615559687e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027545505366137225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013238984233933292	0.0	0.0	0.0	0.00023508285928407953	0.0	0.0	0.0013620932085336521	0.0	0.0	1.6963257795091806e-05	0.0	0.0	0.0	0.0	0.0	0.0004110968158912897	0.0	0.0	0.0006443843705713024	0.0	0.0	0.0	0.0014614367759889898	0.0	0.0	0.0	0.0	0.0	9.198521563524357e-05	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9|s_Trichuris trichiura	0.0	0.12939187358603763	0.0	2.617238676277139e-05	0.0	0.0	0.0	0.0	0.015221124234241648	0.0	0.0	0.0	0.0	0.0	0.0023752292867095354	0.0	0.0	0.0	0.0	0.019432101967384076	0.0	0.0	0.0	0.0	0.00032266778700000575	1.2096847108773246e-05	1.5675221726203415e-05	0.005769990628622593	1.1958436368508896e-05	2.01137968523146e-05	1.3373451819258069e-05	0.022538569133861125	0.002216111614996846	0.0	0.2137607567585877	0.0	0.0	0.005703895433599619	0.0	0.0003004003248425463	0.0	0.0	0.0	0.05394855137773386	0.0	0.0	0.12751487987646204	0.0	0.0	0.00038293348505269643	0.17811260707365814	0.0	6.980670402707089e-06	0.0	0.0	0.0	0.10737740838487433	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9|s_gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018781026386002653	0.0	0.0	0.0	0.0	0.00038720134440000693	0.0	0.00010972655208342391	0.0	0.0	0.0	0.0	0.0	0.0007598096965703474	0.0	0.0	0.0	0.0	0.0002544488669263771	0.0	0.0004090557614877226	0.0	0.0	0.0	0.0	0.0	0.0	0.00866989880405025	0.0	0.0	0.0	1.7398056857011783e-05	0.0	0.0	0.0	0.0	0.0	0.0003986026010860555	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9|s_human gut	0.0	0.024634403317837023	0.0	0.0	0.0	0.0	0.0	0.0	0.001693250901411543	0.0	0.0	0.0	0.0	0.0	0.003516286279593917	0.0	0.0	0.0	0.0	0.051547657087448615	0.0	0.0	0.0	0.0	0.0269639640976462	4.8387388435092985e-05	0.0	0.0026919267942331028	0.0	4.02275937046292e-06	0.0	0.026110653180682716	0.00018090707061198746	0.0	0.04686040022261742	0.0	1.771257589924385e-05	0.0026632314738294135	0.0	0.00012527332695561505	0.0	0.0	0.0	0.07968953661892693	0.0	0.0	0.06597617248690267	0.0	0.0	0.00021334865595793088	0.05247253948074754	0.0	0.0	5.272227769745442e-06	0.0	0.0	0.16882966477692604	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003883087921916212	0.0	0.007060791591431088	0.0	4.02275937046292e-05	0.0	0.0055009389072474615	0.0	0.0	0.017773119446834268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015435934695048925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018627006166136825	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group|s_metagenome	1.6002242654096483e-05	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.000414972703657695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57822543967411e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009314641061142277	0.0	0.0	0.0	0.0	0.002427147109554437	0.0	0.0	0.0	1.1754142964203977e-05	0.0	0.0	8.787698119571949e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5811415995818835e-05	0.0	0.0	0.00013180589398049367	0.0	0.0	1.3676195894739158e-05	0.00015658251171310605	0.0	0.0	0.0	0.0	4.865253906285695e-05	0.2001904909608351	3.481498069087386e-05	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-003|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018093278453042165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_?	0.0	0.0	0.0	0.00036080504608677704	0.0	0.0	1.4820453702060534e-05	0.0	0.013470881143377356	0.0	0.0	0.0	0.0	0.0	0.0	6.437993098396633e-06	0.0	2.9253821607557423e-06	0.0	0.009496044674598865	0.0	2.681417062931288e-06	0.0	0.0	2.6340227510204552e-05	0.0533108052083637	2.239317389457631e-06	9.456417309952351e-05	0.0	0.021587850821634228	0.0	0.0	0.0	0.0	3.138463614132839e-06	0.0	0.0	2.4233225421559718e-06	0.0	0.00010043779857957474	0.0	0.0	0.0	0.004120003253767651	0.0	0.0	0.010494259749304067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002244967159614685	0.01309475248293146	0.021946700685037533	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella bergensis	0.0	0.0	0.0	0.008427508537612387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella bivia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5974430555165446e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017574119197399156	0.0	0.0	0.0001641143507368699	6.959222742804713e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.6419974254498484e-05	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella buccalis	0.0	0.0	0.0	0.025622766640753192	0.0	0.0	0.0	0.0	0.0	0.0	3.411328209716531e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.314641061142277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3938490597859746e-05	0.0	0.0	0.0	0.0	0.000230093865836844	0.0	0.0	5.598811856933343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.00031122952774327123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021969245298929874	0.0	0.0	0.0	2.0263165856602292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella oris	0.0	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.15628909451507936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.004396779251762e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.1048803537140924e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.856287949621924e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7352391789478317e-05	0.0	0.0	0.0	0.0	0.0	0.023275374687670766	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13388790379990229	0.0	8.825989489288862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0012967896989302967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001241952141485637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007469543401636157	0.0	0.0	0.0	0.0	0.0017640529714158038	0.0	0.0	0.0	0.0	0.0	2.665816397058803e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_?|s_?	0.0	5.385157573032468e-05	0.0	0.0	0.0	0.0	0.0	3.7391416028518217e-05	0.0004646806355948679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25206842573351e-05	0.0	0.0003566284693698613	6.209760707428185e-05	0.0	5.531447777142956e-05	0.0006169392025474356	3.135044345240683e-05	2.2064973723222154e-05	0.0028221909829680993	0.0	0.0001337345181925807	2.3508285928407954e-05	0.0011758959589779185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004807832906056375	0.0	0.0	0.0	2.2405425731921555e-05	2.7352391789478317e-05	0.0	0.0	0.0	0.0	0.0002089108910027716	0.0	0.0	0.000673089626690228	0.0007794068026015166
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_?	0.0003840538236983156	3.365723483145292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.692479860129754e-05	3.1048803537140924e-05	0.0	0.0	6.048423554386623e-06	0.0	0.0	0.01840403357113519	1.00568984261573e-05	6.686725909629034e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0030788312898091625	1.0131582928301146e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015357474885955595	0.0	4.5699257406856285e-05	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes finegoldii	0.0	0.0004038868179774351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7539838881038034e-05	0.0	0.0	0.0	0.006500039179780825	0.0	0.0	0.028764025611720066	0.0	0.0	0.0	0.0006633259255772873	0.0	0.0	0.0	0.0	0.07900354597100756	0.010050530264874737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.858039732466386e-05	0.0	1.4936950487947703e-05	9.117463929826106e-06	0.0	0.0	0.00028853437664522636	0.0	0.0	0.0	0.0	0.0	9.447355183048685e-05
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes inops	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247909548295235	0.0	0.11265705648199513	0.0	0.0	0.0007006500517714411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08036273147186308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007227226715032244
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes obesi	0.00011201569857867538	0.0004981270755055032	0.0	0.0	4.754428179094374e-05	0.0	0.0	4.985522137135763e-05	0.001824721520262774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007136790026681008	0.0	0.004223231874116778	0.00017076841945427507	0.0	0.0	0.0014637185001615627	3.135044345240683e-05	4.412994744644431e-05	0.0	0.0	6.686725909629034e-05	0.0	1.8090707061198746e-05	0.0	0.0	0.0	0.0	0.0029007170829606988	0.0	0.0010993373589982547	0.0	0.003988940939226858	0.0	0.0	0.0	0.0	8.787059598699578e-05	0.0	0.0014339472468429795	0.0002324953302105657	0.0	0.0	0.002177969165644612	0.0	0.002506930692033259	0.0	0.0	0.00020888988414524318	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes onderdonkii	0.01296181654981815	0.0315300975901051	0.0	0.0013347917249013409	0.0	0.0	0.0	0.0	0.0038987838693813307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002003309481173616	0.0	0.001126195166431141	6.209760707428185e-05	0.0	0.004720168769828656	0.11545230880613186	3.135044345240683e-05	0.00039716952701799875	0.0	0.0	0.004065529353054453	0.0	0.0	0.0	0.00039544641538073776	0.06027204860389731	0.0	0.0	0.00751763453279945	0.01160695723221413	0.0	0.05743496845104179	0.0	0.0	0.0	0.0	0.0	0.00011013605421780465	0.002464596830511371	0.0	0.0004523494782823064	0.0	0.009298252976405842	2.6361138848727208e-05	0.02514764850445863	0.0	0.0	0.02536851593008342	0.002522443833873999
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes sp. cv1	0.00016002242654096483	5.385157573032468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005893510500227593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002139752291081291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003394801978795038	0.0	0.0	0.000580249678181231	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Bacteroides sp.	0.0	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005364605711745629	0.0	0.0	0.0	0.0	0.0	1.0521502931160732e-05	0.0	0.0	0.0	0.0	0.00034223203636715943	0.0	0.006769684278213859	5.1748005895234875e-05	0.0	0.016016614341371714	0.00156452555940134	0.00013585192162709627	1.4709982482148102e-05	0.0	0.0	0.000588431880047355	0.00025075504990301815	4.8241885496529984e-05	0.0	0.0	0.0	0.0	0.0002996842210466219	0.0	0.0	0.0	0.01329646979742286	0.0	0.0	0.0	0.0	5.858039732466386e-05	1.2237339357533848e-05	0.0	0.0	0.0	0.0	0.00027922681610828353	0.0	0.003368688117419692	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_gut metagenome	2.4003363981144724e-05	0.00010770315146064936	0.0	0.0	0.0	0.0	0.0	3.7391416028518217e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016276889534535632	0.0	0.00017831423468493064	8.538420972713753e-05	0.0	0.0	0.00045968019013338334	0.00011756416294652562	0.0	0.0	0.0	0.0005215646209510647	5.877071482101988e-06	0.0	0.0	0.0	0.0	0.0	0.0007166976418426287	5.065791464150573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017924340585537244	0.0	0.0	0.0	0.0007608930738950727	6.590284712181802e-06	7.834158412603934e-05	0.0	0.0	8.703745172718466e-05	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_uncultured organism	0.003712520295750384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001853061270085595	0.0	0.00551835631551259	0.00034153683890855013	0.0	0.0	0.0	0.0	0.00026477968467866585	0.0	0.0	0.0002674690363851614	4.701657185681591e-05	0.0	0.0	0.0	0.0	0.0	0.06098291177335504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410062781272647	7.342403614520309e-05	0.0	0.0	0.0	0.0	0.019797181262077305	2.6361138848727208e-05	0.016347277220966877	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007580028013772273	0.0	0.004940098371526871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007983891916180015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001472356548097702	0.0	4.970873387717652e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group|s_metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004678148899753183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006957023038160287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_?|s_?	0.0	5.385157573032468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.059071109090742716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27024644901032085	0.0	0.0	0.0	0.0	0.11217776092045915	0.0	0.0	0.018711097717292385	0.0	0.0	0.0	0.1111236675835844	0.0032563272710157743	0.0	0.002109047548697268	0.0	0.0	0.0	0.0	0.03395162820348098	0.0	0.0	0.0	0.00018973699194982602	0.0	0.0	0.24712140611409447	0.0	0.0	0.0003282287014737398	0.046765976831647675	0.0	0.0	0.0	0.0	0.0	3.0661738545081194e-05	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_?	2.4003363981144724e-05	2.0194340898871753e-05	0.0	0.0	0.0	0.0	0.0	1.2463805342839407e-05	2.8334185097248042e-05	0.0	5.1169923145747966e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.569471804181656e-05	1.5524401768570462e-05	0.0	3.6876318514286375e-05	2.4193694217546493e-05	0.0	0.003000836426358213	4.7833745474035584e-05	0.0	6.686725909629034e-06	0.0026858216673206086	0.0	0.0	0.00015378471709250911	0.0	0.0	4.2408144487729515e-06	0.0013981584441055581	5.7523466459211e-05	0.0	0.0	0.0	7.905707997909417e-06	8.013054843427293e-06	0.0	2.929019866233193e-05	0.0	0.00019044611872133323	0.0	2.6097085285517676e-05	0.0	0.00017451676006767722	0.0	0.0	0.0	0.0	0.0001624699098907447	0.0007156371551159379
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides distasonis	0.019498732674016563	0.0011981975599997241	0.0	0.0008964042466249201	0.0	1.1149838468819496e-05	0.0	0.0006855092938561673	0.056895043675274065	0.0	0.016237922278250688	0.0	0.0	0.0	0.0005050321406957152	0.0	0.0	0.0	0.0	0.0023914506931510043	2.420666469465514e-05	0.011703044771163606	0.00025615262918141264	0.0	0.0	0.010076673641608113	0.0015675221726203416	3.309746058483323e-05	0.04806095576503725	0.1665623517340172	0.0003744566509392259	5.877071482101988e-06	0.000777900403631546	0.0	0.001219293114090608	0.0	0.0	0.0019210889452941468	0.007831713603576785	0.0	0.0	0.0	0.0	0.0	0.006562691916766952	0.0	0.0011569628471621112	5.5068027108902324e-05	0.0	0.0	4.349514214252946e-05	0.0	0.009067890853116508	3.954170827309081e-05	0.006907116333779136	0.0	0.002958857769600335	0.01476735430971233	0.018330230893910213
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides goldsteinii	0.0	0.00333879769528013	0.0	0.0	0.0	0.0	0.0	0.0	0.0002040061327001859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011509478206550102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017496287121482122	0.0	0.0	0.001253339304871459	0.0023807335061282685
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides merdae	0.0	0.001992508302022013	0.0	0.0007118889199473818	0.0	0.0	0.0	0.00030910237250241727	0.00535402761597599	0.00013499906465962337	0.0	0.0	0.0	0.0	0.0002398902668304647	0.0	0.0	0.0	0.0	0.0010567457513190827	0.0	0.0036038245325796508	0.001446874244830767	0.0	0.03214877448075486	0.0013064594877475106	0.0007398704654768013	5.2955936935733164e-05	0.0	0.18789504467558207	0.0031454358678894975	0.00023038120209839796	0.0	0.0	0.02058957669415708	0.0	0.0	0.002612341700444138	0.0	0.0022191275060708953	0.0	0.0	0.0	1.2649132796655068e-05	0.0	0.0	0.0032570700912513103	0.0	0.014464942852528556	0.0	2.0877668228414138e-05	4.183183612313948e-06	0.003294876430077746	0.0006537562434484348	0.0	0.0	0.0	0.004665207412577098	0.006813432558014712
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5557826925994774e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014846754346055153	2.5026559254025353e-05	0.0	0.0	6.146053085714397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.020240634184359247	0.0	0.0	0.0	0.0	0.0	5.654419265030601e-06	0.0	0.0	0.0	0.0	0.0	0.0026668588312947768	0.0	0.0	0.0	0.0	2.9873900975895406e-05	0.0	0.0	0.0	2.7922681610828355e-05	2.6361138848727208e-05	0.0	0.0	0.0	3.094664950299899e-05	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_Chitinophagaceae|g_Terrimonas|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007026877904117515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_?|s_gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019145317829329395	0.0	0.0	0.0	0.0011612973224422317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6712018072601545e-05	0.0	0.0	0.0	0.0	0.0029598042507478057	2.6361138848727208e-05	0.0008356435640110864	0.0	0.0	0.0	0.0
