Genus	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea sp. Marseille-P3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella	1757	728	0	0	1135	0	0	0	2553	0	7	0	0	0	0	0	0	0	0	0	19067	17	0	0	0	3457	1	27603	1172	1	5339	18	1380	1196	0	0	0	2	3832	1	0	1	0	0	7169	6	0	6	17	46	16	4	0	1	0	1	0	146	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	37	6	0	51	24	0	0	0	0	0	0	8	7	3	0	0	0	0	0	0	7	0	0	0	0	0	0	4	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter	2	0	0	0	0	41	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	41	94	0	0	49	0	0	0	0	0	2	0	0	0	0	0	0	72	2	0	0	0	0	4	0	0	0	0	0	31	0	123	16	1	5	0	3	0	5
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	11	0	0	0	206	0	0	2	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	24	0	0	0	0	11	2	0	0	0	0	0	0	0	0	11	0	0	0	0	80	82	2	0	0	4
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium] innocuum group	2	0	0	0	0	12	3	10	1	0	4	0	28	0	6	0	0	0	0	0	3	31	2	0	0	5	0	20	6	11	0	49	2	26	0	6	1	69	6	6	9	47	4	0	0	1	124	4	0	60	40	168	0	21	9	1	0	554	6	3
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured organism;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;?;?	31	4	2	0	7	185	9	43	130	4033	0	450	220	50	436	293	147	4156	10	3	218	61	0	7	0	18	47	11	27	33	96	781	4	0	1633	14	0	241	8	25	323	48	0	79	78	0	10	3	6	268	344	18	19	159	39	182	361	21	27	50
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	7	0	22	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	2	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?	0	0	28	0	3	12	11	1	199	486	1	29	97	44	86	194	1456	27	2	23	7	3	1	1	0	1	1	88	57	10	7	22	2	22	249	3	0	21	0	2	0	16	13	10	0	0	8	2	13	6	23	1	75	9	22	4	53	6	7	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	0	0	0	0	0	12	0	1	0	0	0	0	2	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	1	0	3	0	0	0	5	15	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0	0	24	0	57	3562	11	500	819	23235	27	4362	64	19649	36	28191	754	24457	5881	1876	0	1084	0	34	0	2	6	3713	5046	81	6257	1	0	4	9745	0	0	12002	0	0	43	38000	24	143	1246	2	1306	4	1334	22	493	0	4479	62	27	149	2816	3142	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;?	6	0	37	0	15	4	1	10900	164	10102	0	231	25	5	1	3877	300	20	0	176	1	114	0	0	0	3	0	44	22	2	6652	7	43957	13	211	0	0	85	5902	0	2640	0	0	1204	8447	0	49	0	2	1	1	52284	678	10	13	3	132	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Dellaglioa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	0	0	0	0	0	0	0	4	0	12	1	2	9	0	0	11	0	4855	0	42	2	18	0	0	0	13	0	9	45	0	0	4	0	0	1066	0	0	209	0	0	20	70	0	58	3	0	0	0	218	6	2	0	45	8	19	0	200	2	41	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	40	0	1	0	1	20	322	235	39	342	3	410	378	6	129	3796	37	41	292	9	1	314	7	265	0	15	0	501	3247	0	18	4	0	49	1306	21	0	1104	1	0	14	1091	20	4648	8	16	105	0	7	3	4599	0	22097	2	1011	8	335	30	6	71
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	0	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	5	5	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	19	0	5	2	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	39	0	0	1	1	2	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	1	0	0	6	119	78	134	6885	30	0	26	43	5	771	0	9044	0	0	0	3	0	5973	282	102	1	13561	0	7	11	0	766	19	1	32	234	2	0	1642	0	5	0	119	329	3105	655	50	11	12	2	0	143	0	8125	3	9	7	191	2	1	24
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	2	0	0	0	0	2	72	4288	0	1381	0	257	309	81	1	1364	110	3250	1	841	5	134	0	106	0	223	0	161	364	0	164	0	0	6	5813	5	0	419	0	0	1	18	0	1282	2	7	11	2	3	0	1207	3	294	0	160	0	1398	16	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	48	0	0	0	0	0	0	0	0	0	3	0	0	0	0	62	0	0	6	0	0	0	36	0	0	0	1	0	0	0	0	3340	0	0	0	2	0	0	0	0	0	298	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Schleiferilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	0	0	0	0	0	2	0	168	0	0	3	3562	0	29	0	2248	18	3475	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	412	616	0	0	178	0	0	0	0	0	0	162	0	0	0	0	0	1	3	9	0	0	0	434	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria	0	0	0	1	0	1	1	0	70	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	1	4	26	0	0	34	3	2	0	242	3	4	341	126	311	52	0	821	0	63	28	4	0	66	0	0	0	27	852	5	3	1	0	10	511	0	0	5	7	0	0	2	1	5	34	1	0	0	7	5	137	0	17	3	8	5	34	0	7	14
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	58	125	279	3	8	314	93	49	190	512	22	153	22526	7912	11103	1998	7	23457	16	325	3493	219	7	923	0	40	2	687	4931	783	220	268	17	852	9773	0	3	87	84	38	28	65	55	8	8279	63	272	83	388	610	831	42	475	912	1672	1180	413	0	87	57
Bacteria;Firmicutes;Bacilli;RF39;?;?	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	12	0	0	0	0	1	0	0	0	0	0	0	227	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	125
Bacteria;Firmicutes;Bacilli;RF39;gut metagenome;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Bacteria;Firmicutes;Bacilli;RF39;uncultured prokaryote;?	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella	0	0	4	1783	2	3	4	0	5	17	0	1	10	14	38	15	0	25	0	1	3	0	0	0	0	0	22	32	0	2	2	3	5	16	91	60	0	7	3	29	0	6	6	0	0	0	2	0	0	3	4	1	3	2	4	0	1	0	1	2
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	0	1	0	702	0	0	0	1	18	0	0	16	0	0	0	0	1	21	0	0	8	1	0	0	0	1	4	3	0	2	0	0	0	4	45	0	0	10	3	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	2	0
Bacteria;Firmicutes;Clostridia;?;?;?	6170	3470	2	12010	2637	1239	700	22320	1476	68	4543	118	11122	0	73	1000	0	56	13447	37635	3268	12212	5569	14195	134	449	571	258	417	10141	262	277	3802	317	10783	956	3	11073	3711	2537	9194	35652	12122	128	9083	15791	3701	6227	17605	7115	11218	5	6057	5521	28382	5792	17674	824	5018	27469
Bacteria;Firmicutes;Clostridia;Christensenellales;?;?	0	6	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	4	0	17	0	0	9	4	2	2	63	0	0	5	0	0	0	0	0	0	3	28	0	0	0	2	0	0	0	0	5	0	0	0	19	0	4	0	0	0	76
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;?	1	0	0	0	0	0	0	6	0	0	84	0	0	0	0	0	0	0	0	0	20	0	43	0	0	1	5	0	105	0	0	36	68	0	0	0	0	1	16	16	5	0	9	0	1	0	0	0	0	1	0	0	0	69	0	42	0	0	18	2
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenella	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	14	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group	46	1889	0	0	0	0	0	212	281	0	59	0	0	0	0	0	0	0	1	0	180	90	79	204	0	65	1056	3	930	4	72	54	315	0	0	1	0	1	7812	368	3656	0	124	1	119	10	0	1351	4	14	0	0	0	80	1	363	0	243	14	1116
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;?;?	0	88	0	0	0	0	0	1	317	0	0	0	0	0	0	0	0	0	0	0	196	0	23	172	0	0	311	0	585	0	0	0	166	0	0	0	0	0	2434	40	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	234	0	0	128	62
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;gut metagenome;?	56	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	99	0	0	0	200
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Clostridiales bacterium;?	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	119	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Ruminococcaceae bacterium;?	2	8	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	3	0	153	82	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	270	0	0	38	0	0	0	0	0	0	12	0	0	0	0	0	78	0	0	0	40
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured rumen bacterium;?	1	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;?;?	1	2	0	5	0	0	0	1	84	0	143	0	0	0	0	0	0	0	0	1	13	2	29	0	0	7	52	0	0	1	1	2	41	4	0	0	0	0	654	74	81	0	0	0	7	0	0	1	0	1	0	0	0	11	0	6	0	0	1	29
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;metagenome;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured organism;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;?;?	0	1	0	0	0	0	0	0	0	0	0	0	11	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;?	1	105	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Candidatus Arthromitus	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1	185	172	0	50	12	0	84	270	471	44	32	0	1619	2	17388	17	5	3994	420	1	371	2	182	289	0	108	22	3	797	691	198	117	3	342	186	0	0	470	100	1506	2211	2	1648	9399	5	115	132	3	6	112	6647	27	21	142	4226	1394	17727	2	109	38
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina	0	5858	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;?	0	57	0	25021	1	0	0	0	940	0	2850	1	0	0	0	0	0	0	0	0	0	23	0	45	0	2	220	0	1	0	2	31	455	0	0	0	0	0	0	8	0	0	0	0	0	6702	0	9	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia	17	7	0	366	11	60	0	28	1424	0	18	0	3	0	0	0	0	0	0	3206	0	0	32	634	0	7	0	2	4154	0	0	0	129	99	0	14	0	0	11557	0	5	0	0	0	25	0	2	0	0	0	0	216	0	75	0	0	0	0	0	42
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	0	0	0	0	0	18	241	14181	0	0	501	405	0	0	0	154	0	0	2220	0	0	4392	0	1821	0	1977	0	0	8	0	0	0	0	5	1	0	0	1	1	0	0	0	725	3141	0	839	0	0	320	0	0	5	2	0	4	0	2	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	131	0	0	0	0	0	8	3	0	0	16	0	24	0	1	0	0	0	0	0	0	0	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	47	1	3	0	1	0	0	0	2	0	2	0	0	21	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia	5	4765	1	642	81	101	6	1319	3612	293	2012	106	3	59	106	73	4	24	352	4	727	2861	1682	807	0	2650	3899	238	1544	0	16	1566	385	0	285	559	29	26	732	8	14894	64	5223	19	58	2245	14180	178	20	4705	215	1	17	868	1804	4116	22	1	7216	20223
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;?	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;?	747	0	0	0	2	1488	525	0	0	0	24	0	810	0	8	0	1	0	0	0	0	126	1	1	0	0	0	0	1	660	0	0	0	14	0	0	1	0	2915	0	0	0	2	0	0	6	1380	0	0	86	0	0	1	0	2	1	1	0	7	1081
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium	10	2	0	1	0	10	193	0	0	0	1	2	131	0	33	0	0	4	0	1	1	0	1	23	0	0	107	0	95	4	446	0	809	0	0	1352	0	1	0	0	0	0	0	1	4	2	0	412	2	4	2	0	0	0	2	0	2	1805	2	4
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	81	7	0	0	0	0	3	8	0	0	20	0	10	0	2	0	0	0	0	0	1245	1	2	8	0	134	0	0	0	2	103	0	0	0	0	0	0	1	0	3	944	0	3	0	0	90	0	56	0	1	0	0	0	0	2	6	0	2	27	128
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister	56	9	0	0	13	73	9	134	0	0	2	0	81	0	24	8	0	0	0	0	3	9	4	120	0	1	0	2	6	0	1	1	0	3	2	3	0	41	3	1	35	0	6	7	2	6	2	3	9	11	5	0	24	0	20	5	77	0	5	199
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella	78	39	0	0	0	113	497	110	2	3	42	0	50	0	36	0	0	0	0	36	5	86	12	118	0	13	10	0	5	15	40	1	10	6	0	13	0	71	5	9	23	0	5	34	7	66	7	4	37	17	33	6	0	6	36	9	47	107	15	88
Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	3	1	0	0	4	0	0	0	0	0	0	4	1	7	0	0	0	1	0	0	0	0	7	0	0	0	4	0	2	0	4	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	139	0	0	0	0	0	0	22	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter	0	0	0	0	0	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;?;?	5	1	0	2	1	0	1677	26	103	610	9	0	55	0	7	0	0	0	0	3	0	15	5	53	0	8	14	6	4	2	5	9	1	0	0	6834	0	0	44	211	2	9	1	4	9	13	324	38	616	110	1222	0	2	7	6	1	319	0	468	1802
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae UCG-011	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	42	0	16	0	0	0	2	0	1	0	37	13	10	0	0	0	0	0	10	8	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	7	2
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;?	10084	9453	46	546	1	14296	16710	3553	2598	49	3732	67	2296	622	3796	345	2	1707	154	3358	7099	6484	3196	8423	13	4220	4160	12028	6839	1674	3828	17313	2860	13225	1585	1455	2	5857	6755	6055	8838	12	6641	8619	5728	6179	3500	3296	25198	9724	2273	1705	13761	6420	7311	8105	7680	3357	8163	5945
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	1549	1271	0	391	92	960	919	6324	779	5	1986	0	1996	0	5382	0	0	0	3	2182	2089	3709	1355	1162	15	6577	379	14143	2463	6612	421	3581	1689	5305	0	124	0	31	2192	1176	1221	0	2040	385	6836	4048	1181	1116	76	581	538	125	846	2326	10247	2631	140	317	3327	9084
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostignum	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes	33	10	0	0	0	1192	29	2036	12	0	21	0	2	0	51	0	0	0	102	14	11	366	13	1014	4	73	0	57	58	1376	153	24	15	3	0	0	0	1	1	30	918	0	485	310	769	84	15	22	24	368	1376	0	152	233	10	275	8	11	10	8
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	2496	3509	0	17	6	12706	10940	2443	894	61	677	0	2340	0	23279	0	0	0	828	7688	4896	4652	1280	7911	77	3692	2188	28948	12667	10217	1523	34688	2492	1862	1	1775	6	12453	3367	2697	6901	1236	9936	7270	9599	2363	2307	4176	359	13578	3727	317	2837	5974	1672	6420	10664	852	8332	6318
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio	1	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
