Species	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;?	0	1	0	0	0	0	0	0	91	3	0	0	9	1	30	6	0	98	0	0	7	1	0	0	0	0	0	9	0	3	0	2	0	10	37	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa	0	0	1	0	0	0	0	0	0	37	0	16	58	9	19	363	0	118	2	35	11	0	0	55	0	1	2	1	0	0	1	18	3	29	46	0	0	0	3	0	0	0	0	0	29	0	0	0	1	0	5	0	2	4	1	0	23	6	4	1
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;?;?	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;?	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;metagenome	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;?	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp.	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes	0	0	0	353	0	0	1	0	0	0	0	0	2	0	0	2	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium granulosum	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;?	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;?;?;?	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;?	0	0	0	2	0	0	0	0	330	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;?;?;?	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;?;?	0	47	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium vaginae	0	0	0	244	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae UCG-002;?	0	0	0	0	0	0	3	0	50	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Libanicoccus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;?	6	3	0	0	0	0	6	0	0	0	1	0	6	0	0	0	0	1	0	0	2	0	0	2	0	63	14	3	2	225	0	13	1	169	8	7	0	0	1	0	195	1	0	0	226	0	0	23	1	1	6	0	0	0	15	14	1	0	4	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella sp. oral taxon 807	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	2	1	0	0	1	6	0	8	0	0	1	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	1	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;?;?	119	131	0	0	0	0	0	21	0	0	49	0	0	0	0	0	0	0	0	0	47	0	216	151	0	52	15	66	60	411	0	34	148	0	0	0	0	0	93	133	16	0	64	0	0	44	0	17	2	0	76	0	0	170	1	306	0	0	393	114
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;?	6595	194	1	2409	0	0	973	2464	9431	0	778	0	16111	0	327	0	1	0	27767	45	1901	243	6530	6224	0	4795	1320	562	2029	7525	18	25894	2430	5250	0	731	14	2	331	2913	10132	2	2081	5	108	924	44	469	4	990	2073	2350	98	9024	4779	1036	0	91	5580	790
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;uncultured organism	1	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	3	0	1	1	0	8	0	0	1	13	0	39	4	7	0	0	0	0	2	1	10	0	6	0	0	0	0	1	0	0	7	0	0	0	6	1	0	0	2	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;?;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;?;?	35	1	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	31	0	2	6	0	17	0	0	157	0	0	0	0	0	0	0	10	53	0	1	0	0	0	0	0	0	55	0	0	0	1	0	0	0	0	5	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;?	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	29	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	19	0	0	0	0	93	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;CHKCI002;Coriobacteriaceae bacterium	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;Eggerthella lenta	20	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	16	0	0	13	11	1	151	10	241	89	28	0	31	0	31	0	1	0	159	0	2	21	0	10	0	0	0	0	0	0	2	8	0	0	17	49	2	0	5	45	1
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;?	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	129	6	0	268	0	0	0	41	0	0	3	0	0	31	0	83	0	0	0	0	0	0	11	0	16	0	0	0	0	0	0	0	24	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Gordonibacter pamelaeae	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	6	0	1	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	7	3	0	0	0	0	0	0	2	0	6	0	0	7	11
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Gordonibacter sp.	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	0	0	0	12	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;?	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20	63	0	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	14	0	2	0	0	0	44	49	0	1	0	0	0	0	0	0	0	0	0	69	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;Senegalimassilia anaerobia	0	69	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	16	112	0	0	15	0	0	0	276	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;?	0	0	0	0	0	0	30	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;Slackia isoflavoniconvertens	0	8	0	82	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	80	240	0	0	0	0	1	0	85	0	13	484	10	223	0	16	0	0	34	96	0	0	0	0	35	0	0	7	0	0	110	0	0	0	0	31	0	0	0	382
Bacteria;Actinobacteriota;MB-A2-108;?;?;?;?	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;?;?;?	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;?	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;?;?	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;?	71	8	0	0	6	14	2	164	3	0	46	0	149	0	10	0	0	0	0	0	3	10	6	189	0	0	0	0	0	4	0	0	0	0	0	1	0	8	1	3	20	0	21	0	0	29	5	4	3	7	0	0	4	2	19	4	58	1	110	449
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;ovatus	148	6	0	0	0	0	117	4	5	0	43	0	63	0	2	0	0	0	0	0	0	0	3	15	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	5	0	0	78	0	0	0	5	2	0	0	3	0	1	0	17	24	25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;?	558	25	0	0	0	12	33	25	3	0	115	0	22	0	5	28	0	0	0	0	7	1	2	247	0	2	1	3	3	20	5	7	3	0	0	0	0	0	3	0	6	1	32	0	0	333	11	4	25	5	2	0	47	8	0	13	194	9	30	198
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;?;?	17	3	0	0	3	1	4	189	0	1	6	0	29	0	115	0	0	0	0	2	3	11	2	65	0	5	0	23	13	3	2	7	0	14	0	0	0	0	4	2	5	0	5	1	15	24	3	1	1	3	2	0	3	0	15	7	7	14	6	15
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;?	0	4	0	0	0	0	7	5	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	49	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	32	20	1	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Odoribacteraceae];Butyricimonas;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;?;?;?;?;?	129	1	0	0	0	0	72	0	2	0	16	0	54	0	2	0	0	0	0	0	0	0	6	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	60	2	0	0	3	1	3	0	5	4	2	0	5	1	22
Bacteria;Bacteroidota;Bacteroidia;?;?;?;?	0	3	0	0	0	0	0	0	229	0	260	0	52	0	1	5	6	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	2	0	0	1	2	5	1	0	0	16	6
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;?;?;?	0	0	0	0	0	0	0	1204	75	0	0	0	0	0	0	1	0	0	0	0	408	0	42	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	565	0	4	0	0	0	16	0	15	0	0	18	732
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	43	0	4	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;?	34322	1737	1	801	2441	96	20684	1097	19025	25	73007	3	41063	1	1651	6	0	1	11260	16	3777	2498	24404	1364	120	22629	20587	2029	877	60126	36	1370	5377	686	4	4608	10	22	5933	21399	11211	0	13591	36	627	62830	43512	1589	13757	31738	5183	7178	41	40522	2255	21965	31	3920	13724	5041
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides acidifaciens	0	0	0	0	0	0	1	0	156	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	1	0	0	0	0	0	0	0	0	10	2	1	0	0	0	0	2	17	0	0	1	0	0	0	0	0	0	0	0	0	27
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae	1	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	5	0	0	7	3380	0	0	2	0	1	20	0	0	2	0	0	1	1	0	0	3	0	0	0	14	0	0	0	0	0	0	619	3	20	0	0	2	1389
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides clarus	0	0	0	1	0	0	0	0	8	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	41	0	11	0	4	0	1	0	734	10	73	0	0	265	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprocola	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	4	841	2	0	0	0	1660	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4333	0	0	11873	83	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11716	0	0	0	0	0	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei	120	1387	0	0	0	0	4	81	72	0	45	0	1	0	0	0	0	0	77	1	0	101	3	776	0	4	12	354	30	59	37	122	330	3	0	5	0	0	2582	7	11	0	38424	0	0	7	4	0	14	14069	1632	2	0	11	13555	6649	0	2	1245	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	2721	66	0	0	0	0	3197	140	10000	0	2345	0	0	0	122	0	0	0	0	0	0	15	2	22	47	0	32	20	18	1429	0	10	124	737	0	11795	0	0	331	7538	0	0	1381	0	0	0	303	2	0	0	4210	1	0	39	37	78	0	0	419	1370
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides massiliensis	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	64	2
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	1	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	4681	2	0	298	0	0	1	2	1	0	5	0	0	15	0	0	1	1	0	0	3	0	1	0	2	0	2	0	0	0	1
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	12	4	0	0	0	2	1	895	4	0	0	0	1	0	0	0	0	0	0	0	0	3224	84	88	0	1	67	0	0	0	24816	0	2884	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	48
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. Marseille-P2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	943	1377	0	0	0	0	770	0	61	0	6	0	51	0	15	0	0	0	500	1	3	0	270	11	1	51	1477	0	35	7	0	7	64	8	0	3	2	0	110	2077	0	0	846	0	0	3	1799	136	0	2	548	3	0	1492	36	384	0	0	177	4
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus	383	19	0	6	0	0	30	7	56	0	60	0	88	0	10	0	0	0	2096	0	26	0	1947	81	0	453	1743	1	7	613	0	16	9	35	0	57	1	0	42	1684	176	0	5	0	9	78	1948	78	0	10	470	103	0	1001	7	9	0	2	112	307
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;bacterium NLAE-zl-H496	8	1	0	0	0	0	5	0	0	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	285	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	20	0	0	0	0	1	0	2	0	0	0	0	1	4
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7133	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroidales bacterium	136	0	0	0	0	0	0	0	5	0	5	0	3	0	0	0	0	0	17	0	0	0	31	8	0	17	8	0	0	8	0	1	0	0	0	0	0	0	1	12328	5	0	0	0	0	10	15425	1	0	1	19	1	0	76	0	0	0	0	26	48
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured organism	70	1	0	3	0	0	0	0	4063	0	44003	0	24	0	1	0	0	0	84	1	1	0	99	7	0	1850	6	0	19	3	0	2	157	4	0	579	0	0	723	63	4	0	2	0	3	17284	84	77	2	2733	16	756	0	1459	2366	1444	0	0	1825	40
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;?;?	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	48	10	0	0	0	35	0	0	0	4	0	0	0	0	1	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	80	34	157	0	0	122	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;?	0	962	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	271	0	994	41	0	0	314	0	0	0	0	47	1	0	0	0	16	0	13785	24	703	0	4214	0	1	4236	0	3	0	4017	22	0	0	2163	12	24	0	0	86	105
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	48	153	0	0	0	0	0	71	46	0	0	0	0	0	0	0	0	0	0	0	70	4	1122	6	0	0	87	0	0	0	2	6	281	5	0	0	0	0	520	21464	2	0	7	0	0	1056	0	714	17	8	67	0	0	485	3	9593	0	0	0	40
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;gut metagenome	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	11	4	0	0	0	0	0	0	0	0	0	36	0	1	0	18	0	0	2	0	0	0	15	22	0	0	4	28	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;?	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	110	10	0	52	0	0	0	0	0	5	5	0	0	0	0	0	285	18	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	83	0	0	63	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	10	0	20	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	68	676	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter secundus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	30
